resume_text,label
"master of data science. worked for 5 years of experience in software development. skilled in nlp, deep learning, aws, react. built projects including automation project, api development, recommendation system.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in react, machine learning, python, java, nlp. built projects including web app, cloud deployment.",1
"master of data science. worked for 7 years of experience in software development. skilled in react, java, tensorflow, deep learning, aws. built projects including web app, automation project, api development.",1
"bachelor of information technology. worked for 2 years of experience in software development. skilled in react, numpy, aws, docker, pandas, nlp. built projects including automation project, web app, api development.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in pandas, nlp, node. built projects including data pipeline, recommendation system, api development.",0
"bachelor of information technology. worked for 7 years of experience in software development. skilled in machine learning, numpy, pandas, sql, react, aws, docker. built projects including cloud deployment, recommendation system, web app.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in java, pandas, nlp, python, tensorflow, sql. built projects including cloud deployment, automation project, recommendation system.",1
"bachelor of computer science. worked for 5 years of experience in software development. skilled in react, python, docker, deep learning, node. built projects including web app, api development, recommendation system.",1
"master of data science. worked for 5 years of experience in software development. skilled in react, java, pandas, python, node. built projects including recommendation system, data pipeline.",1
"master of data science. worked for 2 years of experience in software development. skilled in node, tensorflow, react, docker. built projects including cloud deployment, automation project.",1
"master of data science. worked for 5 years of experience in software development. skilled in tensorflow, node, pandas. built projects including automation project.",0
"master of data science. worked for 1 years of experience in software development. skilled in pandas, docker, node, sql. built projects including web app, recommendation system, api development.",0
"bachelor of computer science. worked for 5 years of experience in software development. skilled in docker, pandas, node, machine learning, numpy, nlp, sql. built projects including data pipeline.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in python, tensorflow, docker. built projects including recommendation system, web app, api development.",0
"bachelor of computer science. worked for 1 years of experience in software development. skilled in python, nlp, numpy, node, machine learning, tensorflow, pandas. built projects including web app, api development.",0
"bachelor of information technology. worked for 1 years of experience in software development. skilled in pandas, deep learning, machine learning, numpy. built projects including api development, automation project.",0
"master of data science. worked for 3 years of experience in software development. skilled in deep learning, sql, tensorflow, pandas. built projects including cloud deployment.",1
"bachelor of computer science. worked for 3 years of experience in software development. skilled in pandas, numpy, sql. built projects including automation project, cloud deployment, api development.",0
"bachelor of information technology. worked for 3 years of experience in software development. skilled in node, pandas, aws, docker, numpy, sql. built projects including cloud deployment, web app.",1
"master of data science. worked for 5 years of experience in software development. skilled in machine learning, deep learning, sql, nlp. built projects including api development.",1
"bachelor of computer science. worked for 5 years of experience in software development. skilled in pandas, sql, docker, machine learning, deep learning, numpy, react. built projects including recommendation system, cloud deployment, data pipeline.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in python, deep learning, docker, numpy. built projects including recommendation system, automation project, web app.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in machine learning, nlp, node, aws, deep learning, python, java. built projects including automation project.",1
"master of data science. worked for 10 years of experience in software development. skilled in machine learning, react, numpy, node, docker, tensorflow. built projects including data pipeline, automation project, cloud deployment.",1
"master of data science. worked for 7 years of experience in software development. skilled in deep learning, node, aws, pandas, nlp. built projects including recommendation system, cloud deployment.",1
"bachelor of information technology. worked for 2 years of experience in software development. skilled in aws, docker, python, numpy, machine learning. built projects including web app, recommendation system, data pipeline.",1
"master of data science. worked for 7 years of experience in software development. skilled in react, docker, deep learning, sql, machine learning, aws, java. built projects including api development, web app.",1
"master of data science. worked for 7 years of experience in software development. skilled in deep learning, nlp, tensorflow, react, numpy. built projects including automation project.",1
"bachelor of computer science. worked for 2 years of experience in software development. skilled in react, pandas, nlp, sql. built projects including automation project, recommendation system, api development.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in node, python, docker. built projects including automation project.",0
"bachelor of information technology. worked for 1 years of experience in software development. skilled in python, machine learning, pandas, nlp. built projects including recommendation system, api development.",0
"bachelor of information technology. worked for 10 years of experience in software development. skilled in nlp, tensorflow, node, python, numpy, docker, pandas. built projects including api development.",1
"bachelor of information technology. worked for 3 years of experience in software development. skilled in deep learning, python, pandas, docker, sql, java, react. built projects including web app, automation project, api development.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in aws, deep learning, docker, java, node. built projects including cloud deployment, api development.",1
"master of data science. worked for 10 years of experience in software development. skilled in deep learning, tensorflow, java, python. built projects including cloud deployment.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in nlp, python, tensorflow, react, sql, java, machine learning. built projects including automation project, data pipeline.",1
"master of data science. worked for 1 years of experience in software development. skilled in python, machine learning, react, numpy, nlp, deep learning, node. built projects including automation project.",0
"master of data science. worked for 7 years of experience in software development. skilled in tensorflow, python, sql, aws, react, machine learning, deep learning. built projects including automation project.",1
"bachelor of information technology. worked for 1 years of experience in software development. skilled in sql, numpy, machine learning, react, docker. built projects including api development, data pipeline, cloud deployment.",0
"master of data science. worked for 2 years of experience in software development. skilled in pandas, react, aws. built projects including recommendation system.",0
"bachelor of information technology. worked for 2 years of experience in software development. skilled in aws, numpy, react. built projects including cloud deployment, data pipeline, recommendation system.",0
"bachelor of information technology. worked for 3 years of experience in software development. skilled in nlp, machine learning, aws, pandas, docker, numpy. built projects including automation project.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in java, numpy, deep learning, machine learning, node, pandas. built projects including web app, cloud deployment.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in react, docker, aws, tensorflow. built projects including recommendation system.",1
"bachelor of information technology. worked for 3 years of experience in software development. skilled in aws, deep learning, java, sql, tensorflow, numpy. built projects including cloud deployment, api development.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in java, python, node, aws, pandas, tensorflow. built projects including api development, data pipeline, cloud deployment.",1
"master of data science. worked for 3 years of experience in software development. skilled in docker, java, pandas, machine learning, tensorflow, sql. built projects including cloud deployment, web app, api development.",1
"master of data science. worked for 3 years of experience in software development. skilled in nlp, sql, java, react, docker. built projects including cloud deployment, data pipeline.",1
"master of data science. worked for 1 years of experience in software development. skilled in deep learning, machine learning, tensorflow, nlp, react. built projects including recommendation system, web app.",0
"bachelor of computer science. worked for 1 years of experience in software development. skilled in aws, numpy, docker, node, nlp, react. built projects including automation project, api development.",0
"master of data science. worked for 3 years of experience in software development. skilled in numpy, react, machine learning, nlp, aws. built projects including cloud deployment.",1
"bachelor of computer science. worked for 3 years of experience in software development. skilled in numpy, machine learning, aws, docker, deep learning, node. built projects including recommendation system, api development.",1
"master of data science. worked for 7 years of experience in software development. skilled in sql, tensorflow, pandas, python, nlp, machine learning, react. built projects including automation project, recommendation system.",1
"master of data science. worked for 10 years of experience in software development. skilled in sql, tensorflow, deep learning, machine learning, react, node. built projects including cloud deployment, automation project, recommendation system.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in numpy, docker, pandas, tensorflow, react, python. built projects including automation project, api development.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in java, machine learning, tensorflow. built projects including data pipeline, web app, recommendation system.",0
"bachelor of information technology. worked for 10 years of experience in software development. skilled in node, aws, docker, java, python, numpy. built projects including web app, api development.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in numpy, react, node, machine learning, nlp, aws, tensorflow. built projects including automation project, api development.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in aws, python, nlp, java. built projects including cloud deployment, recommendation system.",1
"master of data science. worked for 10 years of experience in software development. skilled in aws, deep learning, node, nlp. built projects including api development.",1
"bachelor of computer science. worked for 3 years of experience in software development. skilled in java, nlp, react, aws, node, deep learning. built projects including automation project.",1
"master of data science. worked for 1 years of experience in software development. skilled in tensorflow, java, node, sql, machine learning. built projects including web app, api development, automation project.",0
"bachelor of computer science. worked for 7 years of experience in software development. skilled in nlp, machine learning, docker, sql, numpy, tensorflow. built projects including recommendation system, api development.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in docker, node, python, machine learning, numpy, deep learning, react. built projects including recommendation system, api development, automation project.",1
"bachelor of information technology. worked for 2 years of experience in software development. skilled in aws, machine learning, nlp, java, deep learning. built projects including cloud deployment, api development, data pipeline.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in docker, numpy, java, aws, react, nlp, deep learning. built projects including automation project.",1
"master of data science. worked for 3 years of experience in software development. skilled in numpy, java, tensorflow, sql, aws, react, nlp. built projects including recommendation system, web app.",1
"master of data science. worked for 10 years of experience in software development. skilled in pandas, docker, react, numpy. built projects including api development.",1
"bachelor of computer science. worked for 5 years of experience in software development. skilled in nlp, tensorflow, pandas, sql. built projects including web app, cloud deployment, data pipeline.",1
"master of data science. worked for 2 years of experience in software development. skilled in nlp, numpy, python, aws, tensorflow. built projects including web app, automation project.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in tensorflow, nlp, docker, react, node, numpy, machine learning. built projects including recommendation system.",1
"bachelor of information technology. worked for 1 years of experience in software development. skilled in deep learning, python, node, machine learning. built projects including data pipeline, web app, cloud deployment.",0
"bachelor of information technology. worked for 10 years of experience in software development. skilled in pandas, node, java, numpy, tensorflow, deep learning. built projects including data pipeline, api development, recommendation system.",1
"master of data science. worked for 5 years of experience in software development. skilled in machine learning, docker, java, node, deep learning, python, numpy. built projects including data pipeline, recommendation system.",1
"bachelor of information technology. worked for 1 years of experience in software development. skilled in machine learning, react, numpy, aws. built projects including api development, cloud deployment, web app.",0
"master of data science. worked for 2 years of experience in software development. skilled in machine learning, python, numpy, aws. built projects including data pipeline, api development, web app.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in deep learning, numpy, node, pandas, java. built projects including cloud deployment.",1
"master of data science. worked for 3 years of experience in software development. skilled in react, sql, machine learning, node. built projects including data pipeline, web app, cloud deployment.",1
"bachelor of information technology. worked for 2 years of experience in software development. skilled in tensorflow, deep learning, node, docker, numpy, nlp, python. built projects including recommendation system, cloud deployment, data pipeline.",1
"bachelor of information technology. worked for 3 years of experience in software development. skilled in nlp, aws, numpy, python, java, node. built projects including automation project, data pipeline, recommendation system.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in docker, machine learning, nlp, deep learning. built projects including data pipeline, automation project.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in numpy, nlp, aws, python. built projects including recommendation system.",1
"bachelor of computer science. worked for 5 years of experience in software development. skilled in java, sql, nlp. built projects including recommendation system, cloud deployment.",0
"master of data science. worked for 10 years of experience in software development. skilled in tensorflow, deep learning, sql, react. built projects including automation project.",1
"master of data science. worked for 3 years of experience in software development. skilled in aws, tensorflow, react. built projects including recommendation system.",0
"master of data science. worked for 10 years of experience in software development. skilled in react, node, machine learning, docker, java. built projects including recommendation system, automation project, web app.",1
"bachelor of information technology. worked for 1 years of experience in software development. skilled in numpy, machine learning, pandas, nlp. built projects including recommendation system.",0
"master of data science. worked for 3 years of experience in software development. skilled in docker, react, sql. built projects including recommendation system, web app.",0
"bachelor of computer science. worked for 1 years of experience in software development. skilled in java, aws, react. built projects including web app, cloud deployment.",0
"master of data science. worked for 10 years of experience in software development. skilled in java, pandas, numpy, python. built projects including automation project, web app, cloud deployment.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in tensorflow, react, sql, docker. built projects including automation project, cloud deployment, web app.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in node, java, numpy, docker. built projects including cloud deployment, data pipeline.",0
"bachelor of information technology. worked for 2 years of experience in software development. skilled in tensorflow, java, machine learning, pandas, deep learning. built projects including recommendation system, data pipeline, web app.",1
"master of data science. worked for 7 years of experience in software development. skilled in machine learning, react, docker, deep learning, python, node, nlp. built projects including recommendation system, web app.",1
"master of data science. worked for 10 years of experience in software development. skilled in java, pandas, python, aws, numpy, sql, machine learning. built projects including cloud deployment, data pipeline, web app.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in numpy, java, python. built projects including web app, recommendation system.",0
"master of data science. worked for 5 years of experience in software development. skilled in deep learning, tensorflow, pandas, docker, numpy, react, python. built projects including api development, automation project, web app.",1
"bachelor of information technology. worked for 1 years of experience in software development. skilled in java, pandas, machine learning, sql, react. built projects including cloud deployment, api development.",0
"bachelor of computer science. worked for 10 years of experience in software development. skilled in deep learning, react, docker. built projects including web app, recommendation system, automation project.",0
"bachelor of information technology. worked for 5 years of experience in software development. skilled in nlp, numpy, react. built projects including data pipeline.",0
"master of data science. worked for 10 years of experience in software development. skilled in java, python, sql, react. built projects including cloud deployment.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in node, react, deep learning, sql, aws, numpy, pandas. built projects including automation project, recommendation system.",1
"bachelor of computer science. worked for 3 years of experience in software development. skilled in deep learning, pandas, java, node, tensorflow, nlp. built projects including api development, data pipeline.",1
"bachelor of computer science. worked for 5 years of experience in software development. skilled in sql, aws, node, deep learning, java, pandas, nlp. built projects including api development, recommendation system, automation project.",1
"bachelor of computer science. worked for 2 years of experience in software development. skilled in nlp, aws, docker. built projects including web app.",0
"master of data science. worked for 7 years of experience in software development. skilled in machine learning, aws, node, docker, react, deep learning. built projects including api development.",1
"master of data science. worked for 1 years of experience in software development. skilled in tensorflow, python, sql, machine learning, pandas, react, numpy. built projects including cloud deployment.",0
"bachelor of information technology. worked for 3 years of experience in software development. skilled in java, pandas, nlp, python, aws. built projects including data pipeline.",1
"master of data science. worked for 3 years of experience in software development. skilled in machine learning, nlp, aws, numpy, react, node, tensorflow. built projects including web app, automation project, recommendation system.",1
"bachelor of information technology. worked for 1 years of experience in software development. skilled in pandas, aws, tensorflow, python. built projects including recommendation system, cloud deployment.",0
"bachelor of information technology. worked for 10 years of experience in software development. skilled in java, machine learning, pandas, react, docker. built projects including recommendation system, web app.",1
"master of data science. worked for 3 years of experience in software development. skilled in python, machine learning, pandas. built projects including automation project, data pipeline.",0
"master of data science. worked for 10 years of experience in software development. skilled in numpy, java, pandas. built projects including automation project.",0
"master of data science. worked for 1 years of experience in software development. skilled in numpy, python, docker, sql, machine learning, deep learning, node. built projects including cloud deployment, data pipeline.",0
"bachelor of computer science. worked for 5 years of experience in software development. skilled in machine learning, java, node, sql, react. built projects including recommendation system.",1
"master of data science. worked for 5 years of experience in software development. skilled in aws, docker, java, pandas, node, machine learning. built projects including data pipeline, cloud deployment.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in sql, tensorflow, deep learning. built projects including automation project, api development, recommendation system.",0
"bachelor of information technology. worked for 3 years of experience in software development. skilled in java, react, machine learning, aws. built projects including api development, recommendation system.",1
"master of data science. worked for 3 years of experience in software development. skilled in sql, python, docker, nlp, pandas. built projects including api development, web app, recommendation system.",1
"master of data science. worked for 1 years of experience in software development. skilled in java, python, react, machine learning. built projects including web app.",0
"bachelor of computer science. worked for 3 years of experience in software development. skilled in numpy, node, deep learning. built projects including recommendation system.",0
"bachelor of information technology. worked for 2 years of experience in software development. skilled in node, sql, java, aws, tensorflow, python. built projects including recommendation system, web app.",1
"master of data science. worked for 5 years of experience in software development. skilled in nlp, python, docker, tensorflow, sql, aws. built projects including web app.",1
"master of data science. worked for 3 years of experience in software development. skilled in sql, python, numpy, tensorflow, machine learning, deep learning. built projects including cloud deployment, api development.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in deep learning, docker, sql. built projects including web app, api development.",0
"master of data science. worked for 10 years of experience in software development. skilled in node, python, docker, aws, nlp, pandas, sql. built projects including api development, data pipeline, cloud deployment.",1
"bachelor of computer science. worked for 2 years of experience in software development. skilled in aws, numpy, machine learning. built projects including data pipeline.",0
"bachelor of information technology. worked for 5 years of experience in software development. skilled in aws, numpy, machine learning, sql, java, tensorflow, node. built projects including data pipeline.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in node, machine learning, numpy. built projects including data pipeline, web app.",0
"master of data science. worked for 2 years of experience in software development. skilled in aws, react, node, numpy, python, tensorflow, deep learning. built projects including web app, api development, automation project.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in sql, nlp, python, java, tensorflow. built projects including api development.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in nlp, python, aws, numpy, machine learning, sql, node. built projects including web app, data pipeline, recommendation system.",0
"master of data science. worked for 2 years of experience in software development. skilled in react, sql, java, pandas, aws, tensorflow, node. built projects including automation project, cloud deployment, recommendation system.",1
"bachelor of information technology. worked for 3 years of experience in software development. skilled in sql, node, docker, nlp, aws. built projects including automation project.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in node, aws, machine learning, numpy, sql, docker, pandas. built projects including automation project, data pipeline, web app.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in react, numpy, docker. built projects including recommendation system, web app, data pipeline.",0
"bachelor of information technology. worked for 2 years of experience in software development. skilled in java, nlp, sql, aws, node, machine learning, tensorflow. built projects including web app, recommendation system.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in nlp, python, deep learning, machine learning, numpy. built projects including recommendation system, data pipeline, api development.",1
"master of data science. worked for 10 years of experience in software development. skilled in python, docker, nlp. built projects including cloud deployment, web app, automation project.",0
"bachelor of computer science. worked for 5 years of experience in software development. skilled in pandas, docker, java, nlp, machine learning. built projects including cloud deployment.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in python, aws, deep learning, java, numpy. built projects including web app, cloud deployment.",0
"master of data science. worked for 10 years of experience in software development. skilled in pandas, java, aws. built projects including api development, cloud deployment, recommendation system.",0
"bachelor of computer science. worked for 10 years of experience in software development. skilled in numpy, docker, sql, python. built projects including data pipeline.",1
"bachelor of computer science. worked for 2 years of experience in software development. skilled in react, pandas, node, deep learning, numpy, tensorflow. built projects including recommendation system.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in pandas, nlp, sql, python, aws, numpy, machine learning. built projects including data pipeline.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in nlp, machine learning, java, python, react, sql, aws. built projects including recommendation system, cloud deployment.",1
"master of data science. worked for 3 years of experience in software development. skilled in nlp, node, tensorflow, deep learning, java, docker. built projects including data pipeline.",1
"master of data science. worked for 3 years of experience in software development. skilled in nlp, python, deep learning, node. built projects including data pipeline, web app.",1
"bachelor of information technology. worked for 7 years of experience in software development. skilled in sql, react, tensorflow. built projects including recommendation system.",0
"bachelor of information technology. worked for 3 years of experience in software development. skilled in docker, numpy, machine learning, pandas, python, node, nlp. built projects including cloud deployment, api development, automation project.",1
"bachelor of computer science. worked for 2 years of experience in software development. skilled in deep learning, java, docker, python, pandas, sql. built projects including cloud deployment.",1
"bachelor of computer science. worked for 2 years of experience in software development. skilled in node, machine learning, sql, python. built projects including recommendation system, cloud deployment.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in numpy, deep learning, aws, java. built projects including cloud deployment.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in aws, deep learning, pandas, nlp, python, docker, tensorflow. built projects including web app, automation project.",1
"master of data science. worked for 7 years of experience in software development. skilled in node, java, react, numpy, tensorflow, deep learning, docker. built projects including data pipeline, cloud deployment, automation project.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in numpy, node, nlp, python, sql, deep learning. built projects including web app, api development.",1
"master of data science. worked for 10 years of experience in software development. skilled in python, docker, aws, machine learning, node, nlp. built projects including data pipeline, recommendation system.",1
"bachelor of information technology. worked for 3 years of experience in software development. skilled in deep learning, nlp, tensorflow, java, machine learning. built projects including data pipeline.",1
"bachelor of computer science. worked for 5 years of experience in software development. skilled in deep learning, react, docker, numpy, java. built projects including cloud deployment.",1
"bachelor of information technology. worked for 5 years of experience in software development. skilled in node, pandas, aws, python, react, sql. built projects including data pipeline.",1
"bachelor of computer science. worked for 7 years of experience in software development. skilled in sql, pandas, numpy, python, node, machine learning. built projects including recommendation system.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in python, aws, machine learning, deep learning, react, nlp. built projects including cloud deployment, recommendation system, api development.",0
"bachelor of information technology. worked for 3 years of experience in software development. skilled in numpy, nlp, sql, react, pandas, aws. built projects including web app, data pipeline.",1
"bachelor of information technology. worked for 10 years of experience in software development. skilled in deep learning, python, docker. built projects including web app.",0
"bachelor of information technology. worked for 2 years of experience in software development. skilled in tensorflow, machine learning, node, react. built projects including automation project, cloud deployment.",1
"bachelor of computer science. worked for 1 years of experience in software development. skilled in nlp, sql, tensorflow. built projects including api development.",0
"master of data science. worked for 2 years of experience in software development. skilled in numpy, deep learning, tensorflow, react, docker. built projects including data pipeline, cloud deployment.",1
"bachelor of information technology. worked for 2 years of experience in software development. skilled in deep learning, tensorflow, pandas, numpy, docker, java. built projects including api development.",1
"master of data science. worked for 3 years of experience in software development. skilled in tensorflow, numpy, react, deep learning, node, java, machine learning. built projects including data pipeline.",1
"bachelor of computer science. worked for 10 years of experience in software development. skilled in deep learning, node, tensorflow, react, machine learning. built projects including api development.",1
